log_id,insect_ID,morphotype,number_individuals,function,level,date sampled,databased,collector,identifyer,site,plot,location,drilled,ants,plot_id,treatment
w4_a.o27_S.D.A,MW0412,Megachile spissula,18,bee,host,45838,45839,Wu,Martini M.,A,O27,S,D,A,A_O27,A
w4_a.p23_S.D.A,MW0413,Hylaeus transversalis,1,bee,host,45838,45839,Wu,Martini M.,A,P23,S,D,A,A_P23,A
w4_a.p23_S.D.nA,MW0414,Deuteragenia sp1,3,wasp,host,45838,45839,Wu,Martini M.,A,P23,S,D,nA,A_P23,nA
w4_a.L22_S.D.nA,MW0415,Psenulus okinawanus,1,wasp,host,45838,45839,Wu,Martini M.,A,L22,S,D,nA,A_L22,nA
w4_a.e33_S.D.A,MW0416,Euaspis basalis,3,bee,parasite,45838,45839,Wu,Martini M.,A,E33,S,D,A,A_E33,A
w4_a.f27_S.D.nA,MW0417,Megachile spissula,1,bee,host,45838,45839,Wu,Martini M.,A,F27,S,D,nA,A_F27,nA
w4_a.r14_S.D.A,MW0418,Anterhynchium flavomarginatum,2,wasp,host,NA,45877,Wu,Martini M.,A,R14,S,D,A,A_R14,A
w4_a.r14_S.D.A,MW0419,Trypoxylon bicolor,1,wasp,host,NA,45877,Wu,Martini M.,A,R14,S,D,A,A_R14,A
w4_b.d29_S.D.nA,MW0420,Symmorphus fuscipes,1,wasp,host,NA,45877,Wu,Martini M.,B,D29,S,D,nA,B_D29,nA
w4_a.e34_G.D,MW0421,Deuteragenia sp1,1,wasp,host,NA,45877,Wu,Martini M.,A,E34,G,D,A,A_E34,G
